company_name,company_slug,company_url,review_count,company_type,company_size,company_address,processed
Saigon Co.op,saigon-co-op,https://congty.review/companies/saigon-co-op,21,product,,District 1 Ho Chi Minh,False
Idp Du Học,idp-du-hoc,https://congty.review/companies/idp-du-hoc,6,product,151-500,"77 Trần Nhân Tôn, Phường 9, Quận 5, Thành phố Hồ Chí Minh",False
Chứng Khoán Đầu Tư Việt Nam IVS,chung-khoan-dau-tu-viet-nam-ivs,https://congty.review/companies/chung-khoan-dau-tu-viet-nam-ivs,1,outsource,51-150,"P9-10, Tầng 1,Charm Vit Tower,117 Trần Duy Hưng Cau Giay Ha Noi",False
Ales Edu,ales-edu,https://congty.review/companies/ales-edu,11,outsource,1-10,"119A Trần Đại Nghĩa, Hai Bà Trưng, Hà Nội",False
Wizeline,wizeline,https://congty.review/companies/wizeline,12,product,151-300,"Toà nhà Viettel, 285 Cách Mạng Tháng Tám District 10 Ho Chi Minh",False
Thủy sản Nam Miền Trung,thuy-san-nam-mien-trung,https://congty.review/companies/thuy-san-nam-mien-trung,15,product,1-50,Ho Chi Minh,False
Q Industries,q-industries,https://congty.review/companies/q-industries,19,product,11-50,"Lo DVTM9, Đường số 7, Phường Tân Thuận Đông, Quận 7,HCM",False
KAS,kas,https://congty.review/companies/kas,2,product,1-50,132/108 Nguyễn Hữu Cảnh Binh Thanh Ho Chi Minh,False
Khủng Long số Digi Dinos,khung-long-so-digi-dinos,https://congty.review/companies/khung-long-so-digi-dinos,2,outsource,1-50,"Tay Ho, Ha Noi",False
Ha Noi Family Medical Practice,ha-noi-family-medical-practice,https://congty.review/companies/ha-noi-family-medical-practice,5,outsource,1-50,34 Le Duan District 1 Ho Chi Minh,False
Minerva Technology Solutions,minerva-technology-solutions,https://congty.review/companies/minerva-technology-solutions,59,product,51-150,"District 3, Ho Chi Minh",False
Language Link Vietnam,language-link-vietnam,https://congty.review/companies/language-link-vietnam,5,product,51-150,34 Hoang Dao Thuy Cau Giay Ha Noi,False
SPHACY,sphacy,https://congty.review/companies/sphacy,8,outsource,,,False
EMG Education,emg-education,https://congty.review/companies/emg-education,25,product,51-150,41 Nguyen Thi Minh Khai District 1 Ho Chi Minh,False
VinID (Member of VinGroup),vinid-member-of-vingroup,https://congty.review/companies/vinid-member-of-vingroup,100,product,301-500,458 Minh Khai Hai Ba Trung Ha Noi,False
NCCSOFT,nccsoft,https://congty.review/companies/nccsoft,53,product,51-150,234 Pham Van Dong Bac Tu Liem Ha Noi,False
Five Rings,five-rings,https://congty.review/companies/five-rings,1,outsource,,,False
City International Hospital | CIH,city-international-hospital--cih,https://congty.review/companies/city-international-hospital--cih,1,product,51-150,18 Tam Trinh Binh Tan Ho Chi Minh,False
Inmatech,inmatech,https://congty.review/companies/inmatech,1,product,1-50,220 Xô Viết Nghệ Tĩnh Binh Thanh Ho Chi Minh,False
Cosatech,cosatech,https://congty.review/companies/cosatech,6,outsource,301-500,106 Nguyen Van Troi Phu Nhuan Ho Chi Minh,False
Amway Vietnam,amway-vietnam,https://congty.review/companies/amway-vietnam,8,product,301-500,"Flemington Tower, 182 Le Dai Hanh District 11 Ho Chi Minh",False
Bowker Garment Factory,bowker-garment-factory,https://congty.review/companies/bowker-garment-factory,3,outsource,,Ho Chi Minh,False
PadITech,paditech,https://congty.review/companies/paditech,28,outsource,1-50,235 Nguyễn Ngọc Nại Thanh Xuan Ha Noi,False
Missing Corner,missing-corner,https://congty.review/companies/missing-corner,1,outsource,1-50,73 Hoang Cau Dong Da Ha Noi,False
Fonos,fonos,https://congty.review/companies/fonos,4,product,51-150,"District 7, Ho Chi Minh",False
Công Ty Cổ Phần Phục Vụ Mặt Đất Sài Gòn (SAGS),cong-ty-co-phan-phuc-vu-m%E1%BA%B7t-dat-sai-gon-sags,https://congty.review/companies/cong-ty-co-phan-phuc-vu-m%E1%BA%B7t-dat-sai-gon-sags,7,outsource,1-10,"58 Trường Sơn P2 Q Tân Bình, TP.HCM",False
SOTA Việt Nam,sota-viet-nam,https://congty.review/companies/sota-viet-nam,3,product,1-50,"Dong Da, Ha Noi",False
Saishunkan System Vietnam,saishunkan-system-vietnam,https://congty.review/companies/saishunkan-system-vietnam,8,product,1-50,106 Hoang Quoc Viet Cau Giay Ha Noi,False
VIET CAPITAL SECURITIES JOINT STOCK COMPANY,viet-capital-securities-joint-stock-company,https://congty.review/companies/viet-capital-securities-joint-stock-company,25,product,151-300,"District 1, Ho Chi Minh",False
Old Sailor,old-sailor,https://congty.review/companies/old-sailor,2,outsource,151-500,"26/20B/9 Đinh Tiên Hoàng , Phường 1, Quận Bình Thạnh, Hồ Chí Minh",False
Mỹ Phẩm Lavish Huyền Baby,my-pham-lavish-huyen-baby,https://congty.review/companies/my-pham-lavish-huyen-baby,1,product,1-10,"96A-96B Nam Kỳ Khởi Nghĩa, Phường Bến Nghé, Quận 1",False
Fungroup | Freetalk,fungroup--freetalk,https://congty.review/companies/fungroup--freetalk,7,product,51-150,376 Thụy Khuê Tay Ho Ha Noi,False
CÔNG TY TNHH GIA THÁI DOCTORLOAN,cong-ty-tnhh-gia-thai-doctorloan,https://congty.review/companies/cong-ty-tnhh-gia-thai-doctorloan,1,outsource,1-10,"9A Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",False
House3D,house3d,https://congty.review/companies/house3d,3,product,51-150,"15 Tòa nhà Toyota Mỹ Đình, Phạm Hùng Nam Tu Liem Ha Noi",False
ASCEND,ascend,https://congty.review/companies/ascend,45,product,301-500,165 Thai Ha Dong Da Ha Noi,False
ARS Vietnam,ars-vietnam,https://congty.review/companies/ars-vietnam,2,product,1-50,LePARC center Hoang Mai Ha Noi,False
Citigym,citigym,https://congty.review/companies/citigym,11,outsource,151-500,"52 Thành Thái, Phường 12, Quận 10, Thành Phố Hồ Chí Minh",False
Wsoftpro,wsoftpro,https://congty.review/companies/wsoftpro,2,outsource,11-50,"nhà VNT, Phòng 2701, tòa, 19 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội",False
Mongta Media,mongta-media,https://congty.review/companies/mongta-media,6,outsource,11-50,"158 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",False
Personify Incorporation,personify-incorporation,https://congty.review/companies/personify-incorporation,20,product,1-50,435 Hoang Van Thu Tan Binh Ho Chi Minh,False
Grove Group,grove-group,https://congty.review/companies/grove-group,2,product,501-1000,"212 Pasteur, Phường Võ Thị Sáu, Quận 3, TP.HCM, Việt Nam",False
Italian Atelier,italian-atelier,https://congty.review/companies/italian-atelier,1,product,11-50,"Tầng 10, tòa Pax Sky, 51 Nguyễn Cư Trinh, phường Nguyễn Cư Trinh, quận 1",False
Silentium Vietnam,silentium-vietnam,https://congty.review/companies/silentium-vietnam,20,product,1-50,"District 1, Ho Chi Minh",False
MEGAON,megaon,https://congty.review/companies/megaon,22,outsource,1-50,"Binh Thanh, Ho Chi Minh",False
Công ty Cổ phần Lọc Hóa Dầu Bình Sơn (BSR),cong-ty-co-phan-loc-hoa-dau-binh-son-bsr,https://congty.review/companies/cong-ty-co-phan-loc-hoa-dau-binh-son-bsr,1,product,151-300,Others,False
HOSTVN,hostvn,https://congty.review/companies/hostvn,11,product,1-50,73 Hoang Cau Dong Da Ha Noi,False
American International School,american-international-school,https://congty.review/companies/american-international-school,2,outsource,301-500,"220 Nguyen Van Tao, Long Thoi Ward, Nha Be District Ho Chi Minh",False
Otanics,otanics,https://congty.review/companies/otanics,7,product,51-150,"21 Lê Quý Đôn, phường 6, quận 3, TP HCM",False
HR1 Vietnam,hr1-vietnam,https://congty.review/companies/hr1-vietnam,39,outsource,11-50,"36, Bùi Thị Xuân, Q.1",False
Viện Đào Tạo Ngân Hàng Vietnambankers,vien-dao-tao-ngan-hang-vietnambankers,https://congty.review/companies/vien-dao-tao-ngan-hang-vietnambankers,3,outsource,1-10,"Phòng 3206 - Toà nhà HPC Landmark 105, đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",False
DIGI-TEXX VIETNAM,digi-texx-vietnam,https://congty.review/companies/digi-texx-vietnam,51,outsource,,Quang Trung Software City District 12 Ho Chi Minh,False
Bombus,bombus,https://congty.review/companies/bombus,12,product,51-150,"District 4, Ho Chi Minh",False
SABECO,sabeco,https://congty.review/companies/sabeco,10,product,1-50,Ho Chi Minh,False
OnlineCRM,onlinecrm,https://congty.review/companies/onlinecrm,4,product,1-50,"Business Centre, , 57-59 Hồ Tùng Mậu District 1 Ho Chi Minh",False
Viện Thẩm Mỹ La Ratio,vien-tham-my-la-ratio,https://congty.review/companies/vien-tham-my-la-ratio,3,product,51-150,"District 3, Ho Chi Minh",False
Volio Vietnam,volio-vietnam,https://congty.review/companies/volio-vietnam,13,product,1-50,"Cau Giay, Ha Noi",False
CÔNG TY CỔ PHẦN HÒA BÌNH,cong-ty-co-phan-hoa-binh,https://congty.review/companies/cong-ty-co-phan-hoa-binh,2,product,1-50,350 đường số 7 Binh Tan Ho Chi Minh,False
Công ty Cổ phần Interloan,cong-ty-co-phan-interloan,https://congty.review/companies/cong-ty-co-phan-interloan,2,outsource,11-50,"412 Nguyễn Thị Minh Khai, Phường 5, Quận 3",False
Tổng Công Ty Cổ Phần Bảo Hiểm Sài Gòn - Hà Nội | BSH,tong-cong-ty-co-phan-bao-hiem-sai-gon-ha-noi--bsh,https://congty.review/companies/tong-cong-ty-co-phan-bao-hiem-sai-gon-ha-noi--bsh,1,product,151-300,78 Duy Tân Cau Giay Ha Noi,False
CJ CGV Cinemas,cj-cgv-cinemas,https://congty.review/companies/cj-cgv-cinemas,37,product,51-150,6 Le Thanh Ton District 1 Ho Chi Minh,False
OnePAY,onepay,https://congty.review/companies/onepay,17,product,1-50,194 Tran Quang Khai Hoan Kiem Ha Noi,False
Ceres Solutions,ceres-solutions,https://congty.review/companies/ceres-solutions,13,outsource,1-50,82 Ung Van Khiem Binh Thanh Ho Chi Minh,False
VTL-Solutions Ltd.,vtl-solutions-ltd,https://congty.review/companies/vtl-solutions-ltd,2,product,1-50,"District 5, Ho Chi Minh",False
Koidra Tech,koidra-tech,https://congty.review/companies/koidra-tech,5,outsource,,,False
NVG Technology,nvg-technology,https://congty.review/companies/nvg-technology,18,product,51-150,"Viettel Tower, 285 CMT8 District 10 Ho Chi Minh",False
Devinition Software Solutions Supplier,devinition-software-solutions-supplier,https://congty.review/companies/devinition-software-solutions-supplier,9,outsource,1-50,268 To Hien Thanh District 10 Ho Chi Minh,False
E-CQURITY Việt Nam,e-cqurity-viet-nam,https://congty.review/companies/e-cqurity-viet-nam,1,product,1-50,16-18 Xuân Diệu Tan Binh Ho Chi Minh,False
Xpon Digital,xpon-digital,https://congty.review/companies/xpon-digital,15,outsource,,,False
BE Solutions,be-solutions,https://congty.review/companies/be-solutions,7,outsource,1-50,343 Pham Ngu Lao District 1 Ho Chi Minh,False
NEXTTECH GROUP,nexttech-group,https://congty.review/companies/nexttech-group,166,product,301-500,18 Tam Trinh Hai Ba Trung Ha Noi,False
KYMDAN,kymdan,https://congty.review/companies/kymdan,9,product,1-50,"District 11, Ho Chi Minh",False
Klever Fruits,klever-fruits,https://congty.review/companies/klever-fruits,2,product,151-500,"Lô A2 CN5 CCN Từ Liêm, Hà Nội",False
Codelight,codelight,https://congty.review/companies/codelight,9,outsource,,,False
Công Ty TNHH Đầu Tư Phát Triển Bitech,cong-ty-tnhh-dau-tu-phat-trien-bitech,https://congty.review/companies/cong-ty-tnhh-dau-tu-phat-trien-bitech,2,product,1-10,"Số 39 Nguyễn Bỉnh Khiêm, Phường 01, Quận Gò Vấp, TP. HCM",False
HosoCorp,hosocorp,https://congty.review/companies/hosocorp,2,product,11-50,54 Lê Văn Thiêm,False
Rạp Chiếu Phim Ngôi Sao Cinestar,rap-chieu-phim-ngoi-sao-cinestar,https://congty.review/companies/rap-chieu-phim-ngoi-sao-cinestar,1,outsource,151-500,"135 HAI BÀ TRƯNG, PHƯỜNG BẾN NGHÉ, QUẬN 1, TP.HCM",False
Interate Corp Việt Nam,interate-corp-viet-nam,https://congty.review/companies/interate-corp-viet-nam,2,product,51-150,"Lô 09 A3, Nguyễn Sinh Sắc, Hoà Minh, Liên Chiểu, Đà Nẵng",False
Avery Dennison RBIS Vietnam,avery-dennison-rbis-vietnam,https://congty.review/companies/avery-dennison-rbis-vietnam,16,product,51-150,Ho Chi Minh,False
Aviron,aviron,https://congty.review/companies/aviron,5,outsource,,,False
Eastgate Software,eastgate-software,https://congty.review/companies/eastgate-software,28,outsource,1-50,11 Thai Ha Dong Da Ha Noi,False
Contemi Vietnam,contemi-vietnam,https://congty.review/companies/contemi-vietnam,18,product,1-50,186 Điện Biên Phủ District 3 Ho Chi Minh,False
Esco Việt Nam,esco-viet-nam,https://congty.review/companies/esco-viet-nam,5,product,1-10,"14G3 Đường 53, KDC Tân Quy Đông,Tân Phong, Quận 7. Tp Hồ Chí Minh",False
Bpo Niềm Tin Việt,bpo-niem-tin-viet,https://congty.review/companies/bpo-niem-tin-viet,4,outsource,,"Tầng 2 Block C Cao Ốc Vạn Đô, 348 Bến Vân Đồn, Phường 1, Quận 4, TPHCM Thành phố Hồ Chí Minh 700000",False
Standard Chartered Bank,standard-chartered-bank,https://congty.review/companies/standard-chartered-bank,9,product,51-150,Ho Chi Minh,False
Công Ty Cổ Phần Nhựa Bình Minh,cong-ty-co-phan-nhua-binh-minh,https://congty.review/companies/cong-ty-co-phan-nhua-binh-minh,3,product,51-150,"District 6, Ho Chi Minh",False
CÔNG TY CỔ PHẦN ILOTUSLAND VIỆT NAM,cong-ty-co-phan-ilotusland-viet-nam,https://congty.review/companies/cong-ty-co-phan-ilotusland-viet-nam,2,outsource,,,False
Tekos Interactive,tekos-interactive,https://congty.review/companies/tekos-interactive,5,outsource,1-50,"District 2, Ho Chi Minh",False
Netacom,netacom,https://congty.review/companies/netacom,3,product,1-50,"Phu Nhuan, Ho Chi Minh",False
Brando,brando,https://congty.review/companies/brando,1,outsource,1-50,11 Nui Thanh Hai Chau Da Nang,False
Wacoal,wacoal,https://congty.review/companies/wacoal,1,outsource,,,False
Hiker Games,hiker-games,https://congty.review/companies/hiker-games,3,product,51-150,315 Truong Chinh Thanh Xuan Ha Noi,False
NutiFood,nutifood,https://congty.review/companies/nutifood,13,product,,281 Hoang Dieu District 4 Ho Chi Minh,False
REVER,rever,https://congty.review/companies/rever,21,product,1-50,191 Trần Não District 2 Ho Chi Minh,False
Tokyo Techlab,tokyo-techlab,https://congty.review/companies/tokyo-techlab,9,product,51-150,"Toà E4 - CT3, Yên Hoà Park View, số 03 Vũ Phạm Hàm, Cầu Giấy, Hà Nội",False
Kids Plaza,kids-plaza,https://congty.review/companies/kids-plaza,5,product,51-150,20 Thái Thịnh Dong Da Ha Noi,False
Rhenoflex Việt Nam,rhenoflex-viet-nam,https://congty.review/companies/rhenoflex-viet-nam,2,product,11-50,"Xưởng 57, đường 1-7, KCN Long Thành, xã Tam An, huyện Long Thành, tỉnh Đồng Nai",False
Trường Cao Đẳng Bách Khoa Nam Sài Gòn,truong-cao-dang-bach-khoa-nam-sai-gon,https://congty.review/companies/truong-cao-dang-bach-khoa-nam-sai-gon,4,product,1-10,"47 Đ. Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh",False
Công Ty Cổ Phần Thương Mại Dịch Vụ IBC,cong-ty-co-phan-thuong-mai-dich-vu-ibc,https://congty.review/companies/cong-ty-co-phan-thuong-mai-dich-vu-ibc,4,outsource,11-50,"37/2 Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình, TP Hồ Chí Minh.",False
Galaxyjoy,galaxyjoy,https://congty.review/companies/galaxyjoy,1,outsource,51-150,"673 Đ. Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",False
Công Ty Tnhh Kiểm Toán Aacs,cong-ty-tnhh-kiem-toan-aacs,https://congty.review/companies/cong-ty-tnhh-kiem-toan-aacs,1,outsource,1-10,"Số 15 Đường số 23, Tân Quy, Quận 7, TP.HCM",False
Azibai,azibai,https://congty.review/companies/azibai,12,product,51-150,"144 Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận",False
F99,f99,https://congty.review/companies/f99,18,product,1-50,"Nam Tu Liem, Ha Noi",False
Bệnh Viện Quốc Tế Mỹ | Aih,benh-vien-quoc-te-my--aih,https://congty.review/companies/benh-vien-quoc-te-my--aih,2,outsource,501-1000,"199 Nguyễn Hoàng, An Phú, Quận 2, TP.Hồ Chí Minh",False
Soft1.vn,soft1-vn,https://congty.review/companies/soft1-vn,3,product,1-10,"456 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",False
Doctor Anywhere Việt Nam,doctor-anywhere-viet-nam,https://congty.review/companies/doctor-anywhere-viet-nam,6,product,51-150,"Ha Noi, Ho Chi Minh",False
DHL Express,dhl-express,https://congty.review/companies/dhl-express,12,product,501-1000,6 Thang Long Tan Binh Ho Chi Minh,False
Merchize,merchize,https://congty.review/companies/merchize,3,outsource,,,False
WhiteCloud,whitecloud,https://congty.review/companies/whitecloud,6,outsource,1-50,"29 Huynh Van Banh St, W.17 (G2) Phu Nhuan Ho Chi Minh",False
Vntts - Vntt Solutions - Công Ty Tnhh Giải Pháp Vntt,vntts-vntt-solutions-cong-ty-tnhh-giai-phap-vntt,https://congty.review/companies/vntts-vntt-solutions-cong-ty-tnhh-giai-phap-vntt,3,outsource,11-50,"VP Bình Dương : Tầng trệt, BBI Building, Đại học Quốc Tế Miền Đông EIU; VP Hồ Chí Minh: Phòng 1908 &amp; 1909, Lầu 19, Saigon Trade Center Building",False
ICOMM VIỆT NAM,icomm-viet-nam,https://congty.review/companies/icomm-viet-nam,7,product,51-150,68 To Huu Nam Tu Liem Ha Noi,False
TDCX,tdcx,https://congty.review/companies/tdcx,4,outsource,1-50,Others,False
Phúc Giang - PGI,phuc-giang-pgi,https://congty.review/companies/phuc-giang-pgi,3,outsource,51-150,"10 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Quận 1, TP.HCM",False
Cyber Eye,cyber-eye,https://congty.review/companies/cyber-eye,3,product,51-150,"Tầng 5A, tòa nhà Lâm Viên, 107 A Nguyễn Phong Sắc, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",False
TECALLIANCE VIETNAM,tecalliance-vietnam,https://congty.review/companies/tecalliance-vietnam,2,outsource,,,False
"AtMAN VINA, INC.",atman-vina-inc,https://congty.review/companies/atman-vina-inc,11,product,1-50,"77 De Tham, Co Giang Ward District 1 Ho Chi Minh",False
Viettel Cyberspace Center,viettel-cyberspace-center,https://congty.review/companies/viettel-cyberspace-center,10,product,151-300,"Ha Noi, Ho Chi Minh",False
Công ty Cổ phần Belie,cong-ty-co-phan-belie,https://congty.review/companies/cong-ty-co-phan-belie,1,product,1-50,Ha Noi,False
DiCentral,dicentral,https://congty.review/companies/dicentral,18,product,151-300,139 Pasteur District 3 Ho Chi Minh,False
Bệnh Viện Thẩm Mỹ JT Angel,benh-vien-tham-my-jt-angel,https://congty.review/companies/benh-vien-tham-my-jt-angel,6,outsource,51-150,"852A Đường An Dương Vương, Phường 13, Quận 6, TP HCM",False
MegaNet,meganet,https://congty.review/companies/meganet,71,product,1-50,"Y1 Hồng Lĩnh, Cư xá Bắc Hải District 10 Ho Chi Minh",False
Lig Technologies,lig-technologies,https://congty.review/companies/lig-technologies,13,outsource,11-50,"395 Ung Văn Khiêm, phường 25, quận Bình Thạnh",False
TIKI CORPORATION,tiki-corporation,https://congty.review/companies/tiki-corporation,216,product,,"52 Út Tịch, Tan Binh Ho Chi Minh",False
TO Solutions Việt Nam (TOsVN),to-solutions-viet-nam-tosvn,https://congty.review/companies/to-solutions-viet-nam-tosvn,3,product,1-50,179 Nguyễn Cư Trinh District 1 Ho Chi Minh,False
EIV Education,eiv-education,https://congty.review/companies/eiv-education,4,product,51-150,"District 3, Ho Chi Minh",False
Ninasoft,ninasoft,https://congty.review/companies/ninasoft,28,product,51-150,Ha Noi,False
Mobifone Service,mobifone-service,https://congty.review/companies/mobifone-service,8,product,1-50,19 Duy Tân Cau Giay Ha Noi,False
DBS Bank,dbs-bank,https://congty.review/companies/dbs-bank,1,product,,Others,False
Scavi,scavi,https://congty.review/companies/scavi,1,outsource,,Đồng Nai,False
Rights VN,rights-vn,https://congty.review/companies/rights-vn,1,outsource,,,False
RMIT University Vietnam,rmit-university-vietnam,https://congty.review/companies/rmit-university-vietnam,7,product,301-500,702 Nguyen Van Linh District 7 Ho Chi Minh,False
Space T,space-t,https://congty.review/companies/space-t,1,outsource,,,False
LittleLives,littlelives,https://congty.review/companies/littlelives,7,product,1-50,Tran Quang Khai District 1 Ho Chi Minh,False
Validus Investment Holdings,validus-investment-holdings,https://congty.review/companies/validus-investment-holdings,3,product,1-50,"District 1, Ho Chi Minh",False
Delta International,delta-international,https://congty.review/companies/delta-international,2,product,151-300,"Zodiac Building, Duy Tan Cau Giay Ha Noi",False
Vietnamobile,vietnamobile,https://congty.review/companies/vietnamobile,4,product,51-150,7 Chua Boc Dong Da Ha Noi,False
Tin Học Xuân Ân (laptopnew.vn),tin-hoc-xuan-an-laptopnew-vn,https://congty.review/companies/tin-hoc-xuan-an-laptopnew-vn,7,product,11-50,"399 Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Tp.HCM",False
Công ty cổ phần Khủng Long số Digi Dinos,cong-ty-co-phan-khung-long-so-digi-dinos,https://congty.review/companies/cong-ty-co-phan-khung-long-so-digi-dinos,20,outsource,1-50,P.1106C tòa nhà Ecolife Tây Hồ-KĐT Tây Hồ Tây Tay Ho Ha Noi,False
Thien An Investment Corporation | AA Distribution (AAD),thien-an-investment-corporation--aa-distribution-aad,https://congty.review/companies/thien-an-investment-corporation--aa-distribution-aad,15,product,51-150,61 Vo Van Tan District 3 Ho Chi Minh,False
gumi Vietnam,gumi-vietnam,https://congty.review/companies/gumi-vietnam,32,outsource,51-150,39 Nguyễn Thị Diệu District 3 Ho Chi Minh,False
beemob,beemob,https://congty.review/companies/beemob,9,product,1-50,"Euro Land, Mo Lao Ha Dong Ha Noi",False
Sphinx Jsc,sphinx-jsc,https://congty.review/companies/sphinx-jsc,7,outsource,51-150,số 6 ngõ 82 Duy Tân Hà Nội,False
TVT Group,tvt-group,https://congty.review/companies/tvt-group,2,outsource,,,False
Caryophy Việt Nam,caryophy-viet-nam,https://congty.review/companies/caryophy-viet-nam,3,product,11-50,"47/3 Lê Trực, Phường 7, Quận Bình Thạnh, TP. Hồ Chí Minh",False
D.O.E,d-o-e,https://congty.review/companies/d-o-e,3,product,1-50,199 Nguyen Thi Minh Khai District 1 Ho Chi Minh,False
2359 Media Viet Nam,2359-media-viet-nam,https://congty.review/companies/2359-media-viet-nam,19,outsource,51-150,268 To Hien Thanh District 10 Ho Chi Minh,False
AAA Assurance Corporation,aaa-assurance-corporation,https://congty.review/companies/aaa-assurance-corporation,2,product,51-150,117 Ly Chinh Thang District 3 Ho Chi Minh,False
"Alive Việt Nam Co., Ltd",alive-viet-nam-co-ltd,https://congty.review/companies/alive-viet-nam-co-ltd,13,outsource,1-50,45 Võ Thị Sáu District 1 Ho Chi Minh,False
Techchain,techchain,https://congty.review/companies/techchain,23,outsource,1-50,"Hai Chau, Da Nang",False
CHAINOS,chainos,https://congty.review/companies/chainos,23,outsource,51-150,100 Dịch Vọng Cau Giay Ha Noi,False
Flodesk,flodesk,https://congty.review/companies/flodesk,1,outsource,,,False
Mathnasium Việt Nam,mathnasium-viet-nam,https://congty.review/companies/mathnasium-viet-nam,13,product,51-150,District 7 Ho Chi Minh,False
Toyota Financial Services Vietnam,toyota-financial-services-vietnam,https://congty.review/companies/toyota-financial-services-vietnam,3,outsource,,,False
Nam An Market,nam-an-market,https://congty.review/companies/nam-an-market,7,product,1-50,21 Thao Dien District 2 Ho Chi Minh,False
Hmsp International,hmsp-international,https://congty.review/companies/hmsp-international,1,product,1-10,"8 Hoàng Minh Giám, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",False
Trường Đại Học Ngoại Ngữ - Tin Học Tp.hcm,truong-dai-hoc-ngoai-ngu-tin-hoc-tp-hcm,https://congty.review/companies/truong-dai-hoc-ngoai-ngu-tin-hoc-tp-hcm,1,outsource,151-500,"828 Sư Vạn Hạnh, phường 13, quận 10, TP.HCM",False
Phoenix Vietnam,phoenix-vietnam,https://congty.review/companies/phoenix-vietnam,1,outsource,151-500,"số 2A Lương Hữu Khánh, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh",False
Miracles Group,miracles-group,https://congty.review/companies/miracles-group,28,outsource,1-50,"Bạch Mai, Số 34 ngõ 295/17/18 Hai Ba Trung Ha Noi",False
AIMFIRST VIETNAM,aimfirst-vietnam,https://congty.review/companies/aimfirst-vietnam,6,outsource,1-50,"Tan Binh, Ho Chi Minh",False
Dịch Vụ Viễn Thông DTH,dich-vu-vien-thong-dth,https://congty.review/companies/dich-vu-vien-thong-dth,1,outsource,,,False
QSR Vietnam,qsr-vietnam,https://congty.review/companies/qsr-vietnam,18,product,1-50,63 Pham Ngoc Thach District 3 Ho Chi Minh,False
K.System And Solutions,k-system-and-solutions,https://congty.review/companies/k-system-and-solutions,6,outsource,1-50,800 Nguyễn Văn Linh District 7 Ho Chi Minh,False
VIỆN ĐÀO TẠO QUỐC TẾ - VIỆN ISB,vien-dao-tao-quoc-te-vien-isb,https://congty.review/companies/vien-dao-tao-quoc-te-vien-isb,2,outsource,,,False
Tiktok Việt Nam,tiktok-viet-nam,https://congty.review/companies/tiktok-viet-nam,10,outsource,151-500,"Tầng 2, Số 15/1, đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh",False
Coca-Cola Beverages Vietnam,coca-cola-beverages-vietnam,https://congty.review/companies/coca-cola-beverages-vietnam,4,product,301-500,458 Ha Noi Thu Duc Ho Chi Minh,False
Sambu Fine Vn,sambu-fine-vn,https://congty.review/companies/sambu-fine-vn,7,product,51-150,"Thửa đất số 726, tờ bản đồ số 28, khu phố Tân Bình, Phường Tân Hiệp, Thị xã Tân Uyên, Tỉnh Bình Dương",False
AloApp,aloapp,https://congty.review/companies/aloapp,41,outsource,,,False
Defide Vietnam,defide-vietnam,https://congty.review/companies/defide-vietnam,14,product,1-50,235 Nguyen Van Cu District 1 Ho Chi Minh,False
Premier Language School - Hệ Thống Liên Trường Anh Ngữ,premier-language-school-he-thong-lien-truong-anh-ngu,https://congty.review/companies/premier-language-school-he-thong-lien-truong-anh-ngu,3,outsource,,104C Cao Thắng phường 4 quận 3,False
HIPT,hipt,https://congty.review/companies/hipt,3,product,151-300,152 Thụy Khuê Tay Ho Ha Noi,False
Rohto-Mentholatum (việt Nam),rohto-mentholatum-viet-nam,https://congty.review/companies/rohto-mentholatum-viet-nam,5,product,151-500,"37 Tôn Đức Thắng, phường Bến Nghé, quận 1, Tp. Hồ Chí Minh",False
Nagakawa,nagakawa,https://congty.review/companies/nagakawa,3,product,1-10,"96A Định Công, Phương Liệt, Thanh Xuân, Hà Nội",False
NTT Data Vietnam,ntt-data-vietnam,https://congty.review/companies/ntt-data-vietnam,28,product,151-300,239 Xuan Thuy Cau Giay Ha Noi,False
Masan Meatlife - Công Ty Tnhh Mns Meat Hà Nam,masan-meatlife-cong-ty-tnhh-mns-meat-ha-nam,https://congty.review/companies/masan-meatlife-cong-ty-tnhh-mns-meat-ha-nam,2,product,1-10,"Lô CN 02, KCN Đồng Văn IV, xã Đại Cương, Kim Bảng, Hà Nam",False
